Gene.symbol	Gene.ID	adj.P.Val	logFC
SPRYD3	84926	0.0159182365762999	0.3937943811746
PHTF2	57157	0.015962001651526	0.700599354712015
		0.0159905584816334	0.477676997801585
C9orf131	138724	0.0160014786673439	0.746533416261904
		0.0160023600273721	0.813395302106573
LINC00479	150135	0.0160112393526842	0.314876440577097
		0.0160389815865836	0.36576478966213
DPAGT1	1798	0.0160389815865836	-0.969647958648527
CALCOCO2	10241	0.0160643323795547	-0.519271883027214
ANKRD30BL	554226	0.0160808398657275	-0.601654123087303
		0.016081723716363	0.650046258273242
		0.016081723716363	-0.943955029482995
ZFAT	57623	0.016081723716363	0.573220878263038
SPG7	6687	0.0160860012908801	0.270958868204081
DDOST	1650	0.0160927976396823	-0.587417921218821
		0.0161045909844303	0.42236176840136
		0.0161045909844303	-1.4520160978152
POU3F3	5455	0.0161045909844303	0.431010094756235
BEX4	56271	0.0161045909844303	-0.935522328622447
PI4KAP1///PI4KAP2///HIC2///PI4KA	728233///375133///23119///5297	0.0161045909844303	-0.34833291129252
CDYL2	124359	0.0161202738659166	-0.531034602722223
		0.0161253115046318	0.273304143373016
DCTN1	1639	0.0161253521403699	-0.297058018400226
NXT2	55916	0.0161279297998224	-0.632018329953518
		0.0161279297998224	-0.628006628129252
TRAPPC8	22878	0.0161352941611455	0.480133801070293
FAM168A	23201	0.0161352941611455	0.305561673400226
RNF32	140545	0.0161352941611455	0.358962781213151
PELP1	27043	0.0161386562976857	-0.489737586357146
		0.0161499527182925	-0.412682419599775
		0.0161687404643614	0.602243421636054
SNRNP48	154007	0.0161706164430621	0.412809069673467
BMPR1A	657	0.0161800266072891	1.41534424604422
MTND2P28	100652939	0.0161819495457847	-0.956635211819732
MLNR	2862	0.0161819495457847	-0.442462113638324
UBE2S	27338	0.016193328921222	-0.476822479379821
		0.0162026413930941	0.678505797064627
		0.0162026413930941	1.29324975730499
JAKMIP1	152789	0.0162173840769146	0.578461020848071
PVR	5817	0.0162173840769146	-0.611613282236962
EXOC4	60412	0.0162231319375088	-0.433838001680275
		0.0162231319375088	0.815530490343535
VENTX	27287	0.0162231319375088	-0.529410541606575
PSMD5	5711	0.0162231319375088	-0.432880658842405
TNK1///TNK1	8711///8711	0.016224630548703	0.317211044609977
MIR32	407036	0.0162354409945832	0.928341646920634
FANCM	57697	0.0162440342799134	-0.585307756049887
HTRA2	27429	0.0162565281176337	0.500103585119046
		0.0162633397469952	0.596364908180271
		0.0162730111321069	0.370875189320861
		0.0163011088306919	-0.596443761061225
FAM58DP///FAM58A	100421566///92002	0.0163240683526468	0.535867878552153
		0.0163240683526468	0.942854985981859
ANTXR1	84168	0.0163342583487065	-0.360641806034014
LOC100128233	100128233	0.0163469957525537	0.555486993325396
GPRC5C	55890	0.0163483049087997	-0.322952016871883
TENM1	10178	0.0163664081234428	0.86284646049433
		0.0163770168860526	0.580157123630385
B3GNT2	10678	0.0163905022252984	-0.872051344380953
KLF8	11279	0.0164212409439035	1.10533628904422
		0.0164212409439035	0.507691552283447
G2E3	55632	0.0164246860582081	0.506204975725622
OCLN///LOC647859	100506658///647859	0.0164246860582081	-1.36997373101474
		0.0164510508457659	0.817708504757369
		0.0164632759327561	0.386126774691609
		0.0164723986543995	-1.15116561901587
FNBP1L	54874	0.0164800068969368	-1.00816496767801
NOP58	51602	0.0164800068969368	-1.08814233723583
CCDC138	165055	0.0165072049828121	-0.647291313057824
PLCD4	84812	0.0165128601232218	0.294100644360543
DPPA2	151871	0.0165128601232218	0.311457562650793
ZNF491	126069	0.0165379398933625	-0.459042105777779
USP17L15///USP17L20///USP17L3///USP17L4///USP17L8///USP17L9P///USP17L6P///USP17L2	100288520///100287441///645836///645402///392188///391627///391622///377630	0.0165379398933625	-0.598853281370749
CYP4F22	126410	0.0165379398933625	0.388815490309524
SCARNA5	677775	0.0165379398933625	0.893469947839002
		0.0165379398933625	-0.562647017968254
CCDC84	338657	0.0165500218949787	0.478320689910426
NCF1C///NCF1B///NCF1	654817///654816///653361	0.0165648242131484	1.01526832878004
CABP4	57010	0.0165849914605789	0.318331296302719
		0.0166016518929775	0.33611956362585
HCCS	3052	0.0166265597603314	-0.490940361984126
GFER	2671	0.016629282913099	0.292596588438775
TREX2	11219	0.0166541431695626	0.409058334732426
AXIN1	8312	0.0166700161234458	0.367348519625849
		0.0166700161234458	0.710647178333333
LOC101928697	101928697	0.0166705055036984	0.338319049383218
		0.0166705055036984	0.354273205295919
NHLRC2///NHLRC2	374354///374354	0.0166705055036984	-0.722402407053288
LNPEP	4012	0.0166890473914761	0.444683330687075
		0.0166890473914761	0.948869765064624
SNORD116-4///SNRPN	100033416///6638	0.0166977523294641	1.12407675009524
CFAP74	85452	0.0167166754813263	0.400999714756235
SRM	6723	0.0167185586905242	-0.679180357642858
GPR142	350383	0.0167209776268623	0.348291453917233
BUD31	8896	0.0167301898278169	0.412606470647389
		0.0167359731483573	-0.990247269434246
KATNAL1	84056	0.0167408367317882	-0.98879224620635
PTPMT1	114971	0.0167684973388075	-0.528163416692745
		0.0167879638102785	-0.610619514690478
MOK	5891	0.0167892578633574	-0.501308724075963
SEC31A	22872	0.0168030926784075	-0.501012832467122
TIGIT	201633	0.0168068001615779	1.26660511174603
CACNA1H	8912	0.0168261193277564	0.313068541598638
		0.0168506846231891	-0.448355003105439
EIF1AX	1964	0.0168528327450611	-0.471486599460318
GKAP1	80318	0.0168535449543132	0.511157889687075
OR2A9P///OR2A20P	441295///401428	0.0168659152796268	1.03992695396032
ZNF772	400720	0.0169058483612664	-0.673645770759638
WDR70	55100	0.0169062990066268	-0.635409951367349
TMEM236	653567	0.0169088103607508	-0.445245153713153
OR52N1	79473	0.0169088103607508	-0.357906594399093
RBM43	375287	0.0169088103607508	0.591054523887753
RASGRP3	25780	0.0169212411703764	-1.90173925483787
PLCG1	5335	0.0169212411703764	1.49156087751814
		0.0169277544905838	-0.593229081993198
RRP7BP	91695	0.0169283209168632	-0.543985823679142
MRPL1	65008	0.0169336015314817	-1.17223893326871
		0.0169336015314817	0.861408052189343
		0.0169336015314817	0.586034630674601
		0.0169511993100032	0.746344851944441
XRCC5	7520	0.0169583876221885	-0.399224987585034
		0.0169583876221885	-1.22237048924943
CAPN1	823	0.0169706936961499	-0.429443812730162
COG7	91949	0.0169860320380863	-0.400516154488661
		0.0169860320380863	0.627729172568028
		0.0169860320380863	0.669951271972789
		0.0169860320380863	-0.407585362437644
MBTPS2///MBTPS2	51360///51360	0.0169872845237458	-0.773230732628117
P3H1	64175	0.0170007176123066	-0.385967682339003
MT1M	4499	0.0170007176123066	0.781130951436506
MGC10814	84757	0.0170405298983588	0.431453001562359
BTK	695	0.0170546566869492	-1.92444569330839
CLEC12A	160364	0.0170549461433539	-2.33000459688549
		0.017057221826102	0.352995172928571
DDX49	54555	0.0170606526251943	-0.250298779558959
		0.0170786521457346	-0.522181472895691
COL22A1	169044	0.0170825234615428	0.335712386698412
		0.0170825234615428	0.537888634919499
		0.0170825234615428	-0.519062042232429
		0.017091069912107	-1.28490699931066
PYDC2	152138	0.017091069912107	0.334577041172334
HKDC1	80201	0.0170951675670155	0.423256888446712
PTPN6	5777	0.017100698944564	0.619228128729022
		0.017100698944564	0.617027714963718
		0.017100698944564	-0.695226589790251
METTL1	4234	0.0171339769044205	-0.696209809835603
LGALS17A	400696	0.0171456029881585	0.357800700239228
		0.0171458261389142	1.45887697625057
		0.0171614739839281	0.994060938034012
SPACA9	11092	0.0171614739839281	-0.35127542832313
		0.0171679760255656	0.652588280777777
LY75-CD302///CD302	100526664///9936	0.0171997686615209	-2.09863788981973
RNF212	285498	0.0171997686615209	0.418233082577095
		0.0172004266463314	0.449335609933106
COMMD3-BMI1///BMI1///COMMD3-BMI1///BMI1	100532731///648///100532731///648	0.0172037806018374	-1.04941126599434
THOC1	9984	0.0172079735690631	-0.844358268035148
PLEKHJ1	55111	0.017217812376085	0.305501865286846
CTHRC1	115908	0.017234751895752	-0.359152973664401
MYO7B	4648	0.0172446546684758	0.332173121607711
ZSWIM8	23053	0.0172446546684758	0.514827805277777
		0.0172660606346205	1.25730609721995
LOC102724093///GOLGA6L3///GOLGA6L10///GOLGA6L4///GOLGA6L17P///GOLGA6L9///GOLGA6L5P	102724093///100133220///647042///643707///642402///440295///374650	0.0173256334461494	-0.57911057743651
		0.0173256334461494	0.611639578741496
RAD54L2	23132	0.0173678042138365	-0.454879126447847
		0.0173678042138365	-0.478805306776645
CASZ1	54897	0.0173974784404733	0.446334218639454
YME1L1	10730	0.0174029988410317	-0.278955921095239
FUBP1	8880	0.0174244587527594	-0.580767101510206
LARP1	23367	0.0174302237387704	-0.442814081905894
NDE1	54820	0.0174458003702782	0.80525942970975
VILL	50853	0.0174810900226937	0.400467218727889
		0.0174810900226937	0.361111545351472
IL1RAP	3556	0.0174965372422926	-1.39952697863039
ZNF576	79177	0.0175060757397864	-0.282859957801588
		0.0175215985801597	-0.55574447388322
DNAJC11	55735	0.0175227629400271	-0.845062079260773
CRLS1	54675	0.0175227629400271	-0.531342429611112
WBP2	23558	0.0175504101058807	0.676306284860544
DKK3	27122	0.0175504101058807	0.318591222150793
MOCS1	4337	0.0175504101058807	0.434762846320861
		0.0175504741838266	-1.05346135205216
		0.0175574799498776	0.727982515986394
		0.0175845266737659	0.543879661119047
		0.017595437797367	1.00925227576871
MYEOV	26579	0.0176364404564883	0.43961250386848
		0.0176469220173951	-0.731552966736963
NAXE///NAXE	128240///128240	0.0176758292923776	-0.982447861916103
		0.0176987073273814	0.53663047968934
CPNE2	221184	0.0177395316206877	-1.08216020170635
SLC25A39	51629	0.0177462888082285	-0.743970540280047
C6orf106	64771	0.0177520127175833	0.38666994647392
ZSCAN2	54993	0.0177640188203212	-0.359113437862814
		0.0177662342115426	1.03929340041383
DNAJB2	3300	0.0177662342115426	0.388545757197277
INTS2	57508	0.0177662342115426	-0.898568435970524
		0.0177824155864327	0.4183413832517
NPTX2	4885	0.017782971005841	-0.531016160148529
		0.0178231468717885	0.444367568738094
HES2	54626	0.0178231468717885	0.367276366131518
MORN1	79906	0.0178578577356441	0.324879097282311
		0.0178781392019328	0.780761691876418
GEMIN4	50628	0.0178781392019328	-0.60035298695465
VPS72	6944	0.0178898850372375	0.344136882382085
		0.0178917211377653	-0.648271560820868
FGFRL1	53834	0.0179109523883885	-0.341030789413834
GTSF1L	149699	0.0179250578114996	0.441136882553288
RPL17-C18orf32///RPL17	100526842///6139	0.0179276709182144	-0.792541829414969
C2orf71	388939	0.0179499375752379	0.287587037065759
PRDM2	7799	0.017967160755128	0.623627301039679
FAM19A1	407738	0.0179673506623864	0.827753259070294
H2AFB1///H2AFB2///H2AFB3	474382///474381///83740	0.0179759646949585	0.392582396582765
SNORD109B///SNORD109A	338429///338428	0.0179797512606728	1.07753537557143
BRWD3	254065	0.0179816979071356	0.567824019434239
GALNT10	55568	0.0180055721392035	0.320824651996598
CHST10	9486	0.0180388194972897	-0.738571154981861
RHD	6007	0.0180631868787714	-0.810324288786848
ISCA2	122961	0.0181094144896671	0.356761324546484
CNN3	1266	0.0181164576253232	1.01061374258843
DPH3P1	100132911	0.018123889487786	0.551481335705215
LOC100134868	100134868	0.0181550998336183	-0.584849673650794
		0.0181582766500388	0.914864536293648
TXNRD1	7296	0.0181869934833321	-0.850972801829935
SLC13A1	6561	0.0181956414491207	-0.184112364985262
		0.0181990199800844	0.287610049954642
		0.0182020719200304	0.609100537961451
		0.0182075553927495	0.322367346124717
RGL2	5863	0.0182076185572908	0.778874702952381
C6orf48///SVIL	50854///6840	0.0182076185572908	-1.01477807871542
		0.0182085533008665	0.413725594473922
TRH	7200	0.0182399579074072	-0.787659912700683
RBM23	55147	0.0182543084589422	0.506444959212015
HAUS6	54801	0.0182601346662178	-0.759760091158732
CXCR4	7852	0.0182742622742126	0.971588820903625
MIR181A1	406995	0.0182795666882901	-0.343584428031747
		0.0182867825798309	0.788558555421767
TIMP1	7076	0.0182936959783262	-1.21310691833333
HMGN3	9324	0.0183001491851811	-1.05815254928912
NF1	4763	0.0183001491851811	-0.623514416935375
		0.0183035471906074	0.620929079007936
		0.0183238469446964	0.297454079996598
		0.0183238469446964	0.764870641122448
		0.0183568534723997	-0.549726700709751
SRGAP1	57522	0.0183587050862742	-0.438453073755103
		0.0183661475370558	-0.746134036725626
ACY1	95	0.0183946895778331	-0.427876667256238
FAM83A	84985	0.0183946895778331	-0.369651931589569
		0.0184095542331105	-0.41155171159864
PRELID3A	10650	0.0184095542331105	-0.374219094460319
		0.0184300736956346	-0.802080682735829
		0.0184364302085273	1.12453550352154
ALPK2	115701	0.0184440038176158	0.278818284948978
FAM172BP	131909	0.0184579691777623	0.687736684696143
		0.0184739610239263	0.397552837865079
ZBTB32	27033	0.0184962025919044	0.481487312386621
		0.0184998856046414	-1.35345977404308
		0.0185020132756587	0.221743279674603
LINC00951	401260	0.0185113185480269	0.323993107222222
TLR10	81793	0.0185345211185868	2.07222130990023
PHTF1	10745	0.0185345211185868	-0.903726036413833
CACNA2D4	93589	0.0185404014819067	-0.343871896975058
DPH3	285381	0.0185570937511887	0.511137729402493
RUNX2	860	0.0185614848753951	-0.836198372256238
		0.0185791632140415	0.608352070185938
GALNT6	11226	0.0185944809685093	-0.494786326174605
		0.01860851223117	0.425050435206348
		0.0186189483157439	0.535393289636053
MDH1B	130752	0.018624689532761	-0.352554588642857
		0.0186317991122408	1.16961329284467
GSDMA	284110	0.0186337382876017	0.402743413904761
ISCA1	81689	0.0186496560427755	0.843782512004534
		0.0186629558807792	0.394324878815192
ALG3	10195	0.0186629558807792	-0.681549467061227
		0.0186771040969158	0.363739943065759
RSPO1	284654	0.0187226670682442	0.326338411241496
SNW1	22938	0.0187744060334369	-0.434818621139458
FAM86DP	692099	0.0187744060334369	-0.492713936765307
TCAIM	285343	0.0187784058829901	-0.467316212315194
		0.0187864937439141	0.945673397272107
		0.0187955817405	0.444021434479593
		0.0188034186224948	0.276906193912698
TOMM40	10452	0.0188050242044719	-0.526935915865081
LYPLA1	10434	0.0188363080350562	-0.454423989452382
RAB22A	57403	0.0188485053477971	0.451948077701812
NUP205	23165	0.0188557274762482	-1.02899118785601
SNORD74	619498	0.0188846150816479	-0.719363429727895
GPATCH1	55094	0.0188909727612378	0.364993169424035
SPTAN1	6709	0.0188972365395215	0.627069929730158
		0.0189134307581655	-0.848000303294786
NFE2	4778	0.0189146085227587	-1.54787674540703
TMEM38A	79041	0.0189314691395942	0.567538334816324
INO80B-WBP1///WBP1	100532735///23559	0.0189547615916856	0.374075382005666
		0.0189547615916856	0.411160910519273
ANXA1	301	0.0190249208251693	-1.93674938512018
MKS1	54903	0.0190428896349811	-0.688369483230161
		0.0190511181971856	0.567773543865077
		0.0190665383130077	0.410572880532879
		0.0190767045596512	0.506041765482991
		0.0190769891340452	-0.655969439333331
EIF4G3	8672	0.0190960246507908	-0.497048291294785
CDS1	1040	0.0191310939024121	0.334930325309523
RNF217	154214	0.019144343023529	-1.11385005037755
SRGN	5552	0.0191499278022411	-0.97913799198866
EMP2	2013	0.0191662242884469	-0.464447272072564
		0.0191676390517183	0.55856784565306
ACP5	54	0.0191712901067826	0.636039901298184
TNFRSF11A	8792	0.019172616910886	-0.548176903773245
		0.019172616910886	0.957458768667799
		0.0191733314443759	0.522016982137185
VPS36	51028	0.0191914183465199	-0.453057324292518
SLC35E2	9906	0.0192127223398476	0.461009986612245
DERA	51071	0.0192510959277438	-0.465942381280049
		0.0192510959277438	0.581850150748299
KDM2A	22992	0.0192722153279009	0.386701481284579
SSBP1	6742	0.0192758295321327	-0.744215618255105
IPO13	9670	0.0192845872233623	-0.305360652183675
MMGT1	93380	0.0193031627301609	0.349747461468255
PREP	5550	0.0193031627301609	-0.860389230837871
MIR99AHG	388815	0.019331222893332	-0.396181633705216
CAMTA2	23125	0.0193407735493926	0.440973643001133
E2F3	1871	0.0193580132323682	-0.946440249026079
		0.019380478056512	-0.239366256334467
JUN	3725	0.019380478056512	-1.37567476431293
CTBP1	1487	0.0193806203068521	-0.344482508704084
		0.0194177803953231	0.690972304342401
PLK2	10769	0.0194177803953231	-0.999658447821996
		0.0194263476448875	-0.811579111968259
MICU3	286097	0.0194649071603189	1.00622360502948
ESCO1	114799	0.0194680947025519	0.438110058456915
		0.0194814182835703	0.838734806020407
		0.0194981509153486	0.481406008113378
ABLIM1	3983	0.0195039439183142	1.49710852830952
GABRD	2563	0.0195093108753025	0.381327353235827
BPESC1	60467	0.0195279310499678	0.325903960943309
SLC3A1	6519	0.0195308631062799	0.324980797849205
RTKN	6242	0.0195445050262881	-0.366957427403628
		0.0195711506769563	-0.450109427557824
ZNF232	7775	0.0195711506769563	0.545494782071426
SLC35A5	55032	0.0195745029991031	-0.46300524511338
		0.0195745029991031	-0.511672374522677
		0.0195745029991031	1.25854649564966
TRMT12	55039	0.0195745029991031	0.485987127275509
RPP40	10799	0.0195745029991031	-0.938562010371885
TMEM242	729515	0.0195894679561585	-0.871819817681408
HES3	390992	0.0196260582596654	0.412203706801585
SEP15	9403	0.0196260582596654	0.576294160293648
		0.0196260582596654	-0.591404208890024
CHST14	113189	0.0196420975185824	-0.440427214475058
HSBP1	3281	0.0196510371629102	-0.544422874624718
		0.0196559603941535	-0.574366360486399
		0.0196559603941535	-0.861485265247167
MAPRE2	10982	0.0196559603941535	-0.468338866585034
		0.0196559603941535	0.533359664210884
		0.0196665675178551	-0.631602837222227
		0.0196826791235164	0.624810726858275
		0.0196953760230338	-0.527566622308392
		0.0197015422896014	0.364904153206347
		0.0197100474741697	0.599839472179136
AVEN	57099	0.0197283278279179	-0.66599750879252
		0.0197422700913954	-0.289529947401363
SNORD46	94161	0.0197652024053972	0.800628741730156
PDSS1	23590	0.0197771121179117	-0.678191855510207
NOL6	65083	0.0197813570669897	-0.629890126746032
PTMA///PTMA	5757///5757	0.0198022276965077	-0.787872033873017
CHCHD5	84269	0.019807166621854	0.390093641871883
ZAP70	7535	0.0198199313884512	1.34172080868821
NUFIP1	26747	0.0198199313884512	-0.771161588538551
CHRND	1144	0.0198199313884512	0.374624551109976
		0.0198434133126738	-0.517331668725626
SLF2	55719	0.0198434133126738	0.328626596069159
KIAA0907	22889	0.0198443704575382	0.435025451984124
FAM102B	284611	0.0198478925285888	-0.648655921541951
SH2B2	10603	0.0198516283240409	1.01089353813152
		0.0198591528084963	-0.722002073683675
SNRPB2	6629	0.0198592757640555	-0.523373812138324
		0.0198738001629926	0.572444318047619
		0.0198799003098901	0.705197081537413
TOR1B	27348	0.0198833478695948	0.54986294034807
TSSK3	81629	0.0199043865674494	0.391881406968253
RPS6	6194	0.0199190059841963	-0.900303229938778
PPP4R3B	57223	0.0199397890179402	0.270945454575962
